,Movie,Genre,Duration,Year,Imdb_rating,Metascore_rating,Votes
5956,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
5957,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
5958,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
5959,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
5960,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
5961,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
5962,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
5963,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
5964,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
5965,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
5966,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
5967,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
5968,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
5969,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
5970,Seven Pounds,Drama  ,123,2008,76,36,290295
5971,Step Brothers,Comedy  ,98,2008,69,51,272906
5972,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
5973,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
5974,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
5975,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
5976,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
5977,21,"Crime, Drama, History  ",123,2008,68,48,233542
5978,The Reader,"Drama, Romance  ",124,2008,76,58,233311
5979,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
5980,Role Models,Comedy  ,99,2008,68,61,222746
5981,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
5982,Rambo,"Action, Thriller  ",92,2008,70,46,221067
5983,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
5984,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
5985,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
5986,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
5987,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
5988,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
5989,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
5990,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
5991,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
5992,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
5993,The Dark Knight,"Action, Crime, Drama  ",152,2008,90,84,2364753
5994,WALL·E,"Animation, Adventure, Family  ",98,2008,84,95,1022409
5995,Iron Man,"Action, Adventure, Sci-Fi  ",126,2008,79,79,962219
5996,Slumdog Millionaire,"Drama, Romance  ",120,2008,80,84,809472
5997,Gran Torino,Drama  ,116,2008,81,72,731466
5998,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance  ",166,2008,78,70,602444
5999,Taken,"Action, Crime, Thriller  ",90,2008,78,51,572258
6000,Hancock,"Action, Drama, Fantasy  ",92,2008,64,49,451776
6001,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
6002,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
6003,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
6004,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
6005,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
6006,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
6007,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
6008,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
6009,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
6010,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
6011,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
6012,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
6013,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
6014,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
6015,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
6016,Seven Pounds,Drama  ,123,2008,76,36,290295
6017,Step Brothers,Comedy  ,98,2008,69,51,272906
6018,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
6019,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
6020,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
6021,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
6022,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
6023,21,"Crime, Drama, History  ",123,2008,68,48,233542
6024,The Reader,"Drama, Romance  ",124,2008,76,58,233311
6025,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
6026,Role Models,Comedy  ,99,2008,68,61,222746
6027,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
6028,Rambo,"Action, Thriller  ",92,2008,70,46,221067
6029,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
6030,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
6031,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
6032,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
6033,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
6034,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
6035,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
6036,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
6037,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
6038,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
6039,Inglourious Basterds,"Adventure, Drama, War  ",153,2009,83,69,1302721
6040,Avatar,"Action, Adventure, Fantasy  ",162,2009,78,83,1138385
6041,Up,"Animation, Adventure, Comedy  ",96,2009,82,88,956416
6042,The Hangover,Comedy  ,100,2009,77,73,729576
6043,District 9,"Action, Sci-Fi, Thriller  ",112,2009,79,81,645784
6044,Sherlock Holmes,"Action, Adventure, Mystery  ",128,2009,76,57,592820
6045,Star Trek,"Action, Adventure, Sci-Fi  ",127,2009,79,82,582637
6046,Zombieland,"Adventure, Comedy, Fantasy  ",88,2009,76,73,530699
6047,Watchmen,"Action, Drama, Mystery  ",162,2009,76,56,517414
6048,Harry Potter and the Half-Blood Prince,"Action, Adventure, Family  ",153,2009,76,78,488403
6049,500 Days of Summer,"Comedy, Drama, Romance  ",95,2009,77,76,480363
6050,X-Men Origins: Wolverine,"Action, Sci-Fi  ",107,2009,66,40,474934
6051,Transformers: Revenge of the Fallen,"Action, Adventure, Sci-Fi  ",149,2009,60,35,388705
6052,2012,"Action, Adventure, Sci-Fi  ",158,2009,58,49,358859
6053,3 Idiots,"Comedy, Drama  ",170,2009,84,67,357439
6054,Terminator Salvation,"Action, Sci-Fi  ",115,2009,65,49,347063
6055,Moon,"Drama, Mystery, Sci-Fi  ",97,2009,78,67,340487
6056,Up in the Air,"Comedy, Drama, Romance  ",109,2009,74,83,322703
6057,The Proposal,"Comedy, Drama, Romance  ",108,2009,67,48,301651
6058,The Blind Side,"Biography, Drama, Sport  ",129,2009,76,53,300676
6059,Public Enemies,"Biography, Crime, Drama  ",140,2009,70,70,286360
6060,Angels & Demons,"Action, Mystery, Thriller  ",138,2009,67,48,278475
6061,Law Abiding Citizen,"Action, Crime, Drama  ",109,2009,74,34,277013
6062,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy  ",130,2009,47,44,269677
6063,Fast & Furious,"Action, Thriller  ",107,2009,66,46,268409
6064,Ice Age: Dawn of the Dinosaurs,"Animation, Adventure, Comedy  ",94,2009,69,50,228642
6065,The Road,Drama  ,111,2009,72,64,226921
6066,Knowing,"Action, Drama, Sci-Fi  ",121,2009,62,41,223786
6067,Mr. Nobody,"Drama, Fantasy, Romance  ",141,2009,78,63,220575
6068,Cloudy with a Chance of Meatballs,"Animation, Adventure, Comedy  ",90,2009,69,66,210799
6069,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery  ",152,2009,78,76,210787
6070,The Ugly Truth,"Comedy, Romance  ",96,2009,64,28,207777
6071,Fantastic Mr. Fox,"Animation, Adventure, Comedy  ",87,2009,79,83,206849
6072,Coraline,"Animation, Drama, Family  ",100,2009,77,80,202723
6073,G.I. Joe: The Rise of Cobra,"Action, Adventure, Sci-Fi  ",118,2009,58,32,201545
6074,The Secret in Their Eyes,"Drama, Mystery, Romance  ",129,2009,82,80,197445
6075,Orphan,"Horror, Mystery, Thriller  ",123,2009,70,42,196590
6076,"I Love You, Man","Comedy, Romance  ",105,2009,70,70,196583
6077,Drag Me to Hell,Horror  ,99,2009,65,83,190923
6078,The Taking of Pelham 123,"Action, Crime, Thriller  ",106,2009,64,55,188832
6079,17 Again,"Comedy, Drama, Fantasy  ",102,2009,64,48,185202
6080,Night at the Museum: Battle of the Smithsonian,"Adventure, Comedy, Family  ",105,2009,60,42,181545
6081,Surrogates,"Action, Sci-Fi, Thriller  ",89,2009,63,45,170237
6082,He's Just Not That Into You,"Comedy, Drama, Romance  ",129,2009,64,47,164272
6083,Inglourious Basterds,"Adventure, Drama, War  ",153,2009,83,69,1302721
6084,Avatar,"Action, Adventure, Fantasy  ",162,2009,78,83,1138385
6085,Up,"Animation, Adventure, Comedy  ",96,2009,82,88,956416
6086,The Hangover,Comedy  ,100,2009,77,73,729576
6087,District 9,"Action, Sci-Fi, Thriller  ",112,2009,79,81,645784
6088,Sherlock Holmes,"Action, Adventure, Mystery  ",128,2009,76,57,592820
6089,Star Trek,"Action, Adventure, Sci-Fi  ",127,2009,79,82,582637
6090,Zombieland,"Adventure, Comedy, Fantasy  ",88,2009,76,73,530699
6091,Watchmen,"Action, Drama, Mystery  ",162,2009,76,56,517414
6092,Harry Potter and the Half-Blood Prince,"Action, Adventure, Family  ",153,2009,76,78,488403
6093,500 Days of Summer,"Comedy, Drama, Romance  ",95,2009,77,76,480363
6094,X-Men Origins: Wolverine,"Action, Sci-Fi  ",107,2009,66,40,474934
6095,Transformers: Revenge of the Fallen,"Action, Adventure, Sci-Fi  ",149,2009,60,35,388705
6096,2012,"Action, Adventure, Sci-Fi  ",158,2009,58,49,358859
6097,3 Idiots,"Comedy, Drama  ",170,2009,84,67,357439
6098,Terminator Salvation,"Action, Sci-Fi  ",115,2009,65,49,347063
6099,Moon,"Drama, Mystery, Sci-Fi  ",97,2009,78,67,340487
6100,Up in the Air,"Comedy, Drama, Romance  ",109,2009,74,83,322703
6101,The Proposal,"Comedy, Drama, Romance  ",108,2009,67,48,301651
6102,The Blind Side,"Biography, Drama, Sport  ",129,2009,76,53,300676
6103,Public Enemies,"Biography, Crime, Drama  ",140,2009,70,70,286360
6104,Angels & Demons,"Action, Mystery, Thriller  ",138,2009,67,48,278475
6105,Law Abiding Citizen,"Action, Crime, Drama  ",109,2009,74,34,277013
6106,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy  ",130,2009,47,44,269677
6107,Fast & Furious,"Action, Thriller  ",107,2009,66,46,268409
6108,Ice Age: Dawn of the Dinosaurs,"Animation, Adventure, Comedy  ",94,2009,69,50,228642
6109,The Road,Drama  ,111,2009,72,64,226921
6110,Knowing,"Action, Drama, Sci-Fi  ",121,2009,62,41,223786
6111,Mr. Nobody,"Drama, Fantasy, Romance  ",141,2009,78,63,220575
6112,Cloudy with a Chance of Meatballs,"Animation, Adventure, Comedy  ",90,2009,69,66,210799
6113,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery  ",152,2009,78,76,210787
6114,The Ugly Truth,"Comedy, Romance  ",96,2009,64,28,207777
6115,Fantastic Mr. Fox,"Animation, Adventure, Comedy  ",87,2009,79,83,206849
6116,Coraline,"Animation, Drama, Family  ",100,2009,77,80,202723
6117,G.I. Joe: The Rise of Cobra,"Action, Adventure, Sci-Fi  ",118,2009,58,32,201545
6118,The Secret in Their Eyes,"Drama, Mystery, Romance  ",129,2009,82,80,197445
6119,Orphan,"Horror, Mystery, Thriller  ",123,2009,70,42,196590
6120,"I Love You, Man","Comedy, Romance  ",105,2009,70,70,196583
6121,Drag Me to Hell,Horror  ,99,2009,65,83,190923
6122,The Taking of Pelham 123,"Action, Crime, Thriller  ",106,2009,64,55,188832
6123,17 Again,"Comedy, Drama, Fantasy  ",102,2009,64,48,185202
6124,Night at the Museum: Battle of the Smithsonian,"Adventure, Comedy, Family  ",105,2009,60,42,181545
6125,Surrogates,"Action, Sci-Fi, Thriller  ",89,2009,63,45,170237
6126,He's Just Not That Into You,"Comedy, Drama, Romance  ",129,2009,64,47,164272
6127,Inglourious Basterds,"Adventure, Drama, War  ",153,2009,83,69,1302721
6128,Avatar,"Action, Adventure, Fantasy  ",162,2009,78,83,1138385
6129,Up,"Animation, Adventure, Comedy  ",96,2009,82,88,956416
6130,The Hangover,Comedy  ,100,2009,77,73,729576
6131,District 9,"Action, Sci-Fi, Thriller  ",112,2009,79,81,645784
6132,Sherlock Holmes,"Action, Adventure, Mystery  ",128,2009,76,57,592820
6133,Star Trek,"Action, Adventure, Sci-Fi  ",127,2009,79,82,582637
6134,Zombieland,"Adventure, Comedy, Fantasy  ",88,2009,76,73,530699
6135,Watchmen,"Action, Drama, Mystery  ",162,2009,76,56,517414
6136,Harry Potter and the Half-Blood Prince,"Action, Adventure, Family  ",153,2009,76,78,488403
6137,500 Days of Summer,"Comedy, Drama, Romance  ",95,2009,77,76,480363
6138,X-Men Origins: Wolverine,"Action, Sci-Fi  ",107,2009,66,40,474934
6139,Transformers: Revenge of the Fallen,"Action, Adventure, Sci-Fi  ",149,2009,60,35,388705
6140,2012,"Action, Adventure, Sci-Fi  ",158,2009,58,49,358859
6141,3 Idiots,"Comedy, Drama  ",170,2009,84,67,357439
6142,Terminator Salvation,"Action, Sci-Fi  ",115,2009,65,49,347063
6143,Moon,"Drama, Mystery, Sci-Fi  ",97,2009,78,67,340487
6144,Up in the Air,"Comedy, Drama, Romance  ",109,2009,74,83,322703
6145,The Proposal,"Comedy, Drama, Romance  ",108,2009,67,48,301651
6146,The Blind Side,"Biography, Drama, Sport  ",129,2009,76,53,300676
6147,Public Enemies,"Biography, Crime, Drama  ",140,2009,70,70,286360
6148,Angels & Demons,"Action, Mystery, Thriller  ",138,2009,67,48,278475
6149,Law Abiding Citizen,"Action, Crime, Drama  ",109,2009,74,34,277013
6150,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy  ",130,2009,47,44,269677
6151,Fast & Furious,"Action, Thriller  ",107,2009,66,46,268409
6152,Ice Age: Dawn of the Dinosaurs,"Animation, Adventure, Comedy  ",94,2009,69,50,228642
6153,The Road,Drama  ,111,2009,72,64,226921
6154,Knowing,"Action, Drama, Sci-Fi  ",121,2009,62,41,223786
6155,Mr. Nobody,"Drama, Fantasy, Romance  ",141,2009,78,63,220575
6156,Cloudy with a Chance of Meatballs,"Animation, Adventure, Comedy  ",90,2009,69,66,210799
6157,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery  ",152,2009,78,76,210787
6158,The Ugly Truth,"Comedy, Romance  ",96,2009,64,28,207777
6159,Fantastic Mr. Fox,"Animation, Adventure, Comedy  ",87,2009,79,83,206849
6160,Coraline,"Animation, Drama, Family  ",100,2009,77,80,202723
6161,G.I. Joe: The Rise of Cobra,"Action, Adventure, Sci-Fi  ",118,2009,58,32,201545
6162,The Secret in Their Eyes,"Drama, Mystery, Romance  ",129,2009,82,80,197445
6163,Orphan,"Horror, Mystery, Thriller  ",123,2009,70,42,196590
6164,"I Love You, Man","Comedy, Romance  ",105,2009,70,70,196583
6165,Drag Me to Hell,Horror  ,99,2009,65,83,190923
6166,The Taking of Pelham 123,"Action, Crime, Thriller  ",106,2009,64,55,188832
6167,17 Again,"Comedy, Drama, Fantasy  ",102,2009,64,48,185202
6168,Night at the Museum: Battle of the Smithsonian,"Adventure, Comedy, Family  ",105,2009,60,42,181545
6169,Surrogates,"Action, Sci-Fi, Thriller  ",89,2009,63,45,170237
6170,He's Just Not That Into You,"Comedy, Drama, Romance  ",129,2009,64,47,164272
6171,Inglourious Basterds,"Adventure, Drama, War  ",153,2009,83,69,1302721
6172,Avatar,"Action, Adventure, Fantasy  ",162,2009,78,83,1138385
6173,Up,"Animation, Adventure, Comedy  ",96,2009,82,88,956416
6174,The Hangover,Comedy  ,100,2009,77,73,729576
6175,District 9,"Action, Sci-Fi, Thriller  ",112,2009,79,81,645784
6176,Sherlock Holmes,"Action, Adventure, Mystery  ",128,2009,76,57,592820
6177,Star Trek,"Action, Adventure, Sci-Fi  ",127,2009,79,82,582637
6178,Zombieland,"Adventure, Comedy, Fantasy  ",88,2009,76,73,530699
6179,Watchmen,"Action, Drama, Mystery  ",162,2009,76,56,517414
6180,Harry Potter and the Half-Blood Prince,"Action, Adventure, Family  ",153,2009,76,78,488403
6181,500 Days of Summer,"Comedy, Drama, Romance  ",95,2009,77,76,480363
6182,X-Men Origins: Wolverine,"Action, Sci-Fi  ",107,2009,66,40,474934
6183,Transformers: Revenge of the Fallen,"Action, Adventure, Sci-Fi  ",149,2009,60,35,388705
6184,2012,"Action, Adventure, Sci-Fi  ",158,2009,58,49,358859
6185,3 Idiots,"Comedy, Drama  ",170,2009,84,67,357439
6186,Terminator Salvation,"Action, Sci-Fi  ",115,2009,65,49,347063
6187,Moon,"Drama, Mystery, Sci-Fi  ",97,2009,78,67,340487
6188,Up in the Air,"Comedy, Drama, Romance  ",109,2009,74,83,322703
6189,The Proposal,"Comedy, Drama, Romance  ",108,2009,67,48,301651
6190,The Blind Side,"Biography, Drama, Sport  ",129,2009,76,53,300676
6191,Public Enemies,"Biography, Crime, Drama  ",140,2009,70,70,286360
6192,Angels & Demons,"Action, Mystery, Thriller  ",138,2009,67,48,278475
6193,Law Abiding Citizen,"Action, Crime, Drama  ",109,2009,74,34,277013
6194,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy  ",130,2009,47,44,269677
6195,Fast & Furious,"Action, Thriller  ",107,2009,66,46,268409
6196,Ice Age: Dawn of the Dinosaurs,"Animation, Adventure, Comedy  ",94,2009,69,50,228642
6197,The Road,Drama  ,111,2009,72,64,226921
6198,Knowing,"Action, Drama, Sci-Fi  ",121,2009,62,41,223786
6199,Mr. Nobody,"Drama, Fantasy, Romance  ",141,2009,78,63,220575
6200,Cloudy with a Chance of Meatballs,"Animation, Adventure, Comedy  ",90,2009,69,66,210799
6201,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery  ",152,2009,78,76,210787
6202,The Ugly Truth,"Comedy, Romance  ",96,2009,64,28,207777
6203,Fantastic Mr. Fox,"Animation, Adventure, Comedy  ",87,2009,79,83,206849
6204,Coraline,"Animation, Drama, Family  ",100,2009,77,80,202723
6205,G.I. Joe: The Rise of Cobra,"Action, Adventure, Sci-Fi  ",118,2009,58,32,201545
6206,The Secret in Their Eyes,"Drama, Mystery, Romance  ",129,2009,82,80,197445
6207,Orphan,"Horror, Mystery, Thriller  ",123,2009,70,42,196590
6208,"I Love You, Man","Comedy, Romance  ",105,2009,70,70,196583
6209,Drag Me to Hell,Horror  ,99,2009,65,83,190923
6210,The Taking of Pelham 123,"Action, Crime, Thriller  ",106,2009,64,55,188832
6211,17 Again,"Comedy, Drama, Fantasy  ",102,2009,64,48,185202
6212,Night at the Museum: Battle of the Smithsonian,"Adventure, Comedy, Family  ",105,2009,60,42,181545
6213,Surrogates,"Action, Sci-Fi, Thriller  ",89,2009,63,45,170237
6214,He's Just Not That Into You,"Comedy, Drama, Romance  ",129,2009,64,47,164272
6215,Inglourious Basterds,"Adventure, Drama, War  ",153,2009,83,69,1302721
6216,Avatar,"Action, Adventure, Fantasy  ",162,2009,78,83,1138385
6217,Up,"Animation, Adventure, Comedy  ",96,2009,82,88,956416
6218,The Hangover,Comedy  ,100,2009,77,73,729576
6219,District 9,"Action, Sci-Fi, Thriller  ",112,2009,79,81,645784
6220,Sherlock Holmes,"Action, Adventure, Mystery  ",128,2009,76,57,592820
6221,Star Trek,"Action, Adventure, Sci-Fi  ",127,2009,79,82,582637
6222,Zombieland,"Adventure, Comedy, Fantasy  ",88,2009,76,73,530699
6223,Watchmen,"Action, Drama, Mystery  ",162,2009,76,56,517414
6224,Harry Potter and the Half-Blood Prince,"Action, Adventure, Family  ",153,2009,76,78,488403
6225,500 Days of Summer,"Comedy, Drama, Romance  ",95,2009,77,76,480363
6226,X-Men Origins: Wolverine,"Action, Sci-Fi  ",107,2009,66,40,474934
6227,Transformers: Revenge of the Fallen,"Action, Adventure, Sci-Fi  ",149,2009,60,35,388705
6228,2012,"Action, Adventure, Sci-Fi  ",158,2009,58,49,358859
6229,3 Idiots,"Comedy, Drama  ",170,2009,84,67,357439
6230,Terminator Salvation,"Action, Sci-Fi  ",115,2009,65,49,347063
6231,Moon,"Drama, Mystery, Sci-Fi  ",97,2009,78,67,340487
6232,Up in the Air,"Comedy, Drama, Romance  ",109,2009,74,83,322703
6233,The Proposal,"Comedy, Drama, Romance  ",108,2009,67,48,301651
6234,The Blind Side,"Biography, Drama, Sport  ",129,2009,76,53,300676
6235,Public Enemies,"Biography, Crime, Drama  ",140,2009,70,70,286360
6236,Angels & Demons,"Action, Mystery, Thriller  ",138,2009,67,48,278475
6237,Law Abiding Citizen,"Action, Crime, Drama  ",109,2009,74,34,277013
6238,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy  ",130,2009,47,44,269677
6239,Fast & Furious,"Action, Thriller  ",107,2009,66,46,268409
6240,Ice Age: Dawn of the Dinosaurs,"Animation, Adventure, Comedy  ",94,2009,69,50,228642
6241,The Road,Drama  ,111,2009,72,64,226921
6242,Knowing,"Action, Drama, Sci-Fi  ",121,2009,62,41,223786
6243,Mr. Nobody,"Drama, Fantasy, Romance  ",141,2009,78,63,220575
